year,column_name,null_count,missing_rate,unique_count
2026,horse_surface_place_rate,3034,0.13484444,339
2026,horse_dist_band_past_starts,0,0.0,41
2026,horse_dist_band_win_rate,6474,0.28773333,108
2026,horse_dist_band_place_rate,6474,0.28773333,194
2026,horse_baba_past_starts,0,0.0,71
2026,horse_baba_win_rate,1609,0.07151111,220
2026,horse_baba_place_rate,1609,0.07151111,416
2026,jockey_past_starts,0,0.0,8248
2026,jockey_win_rate,2,8.889e-05,19745
2026,jockey_ren_rate,2,8.889e-05,20264
2026,jockey_place_rate,2,8.889e-05,20345
2026,trainer_past_starts,0,0.0,4131
2026,trainer_win_rate,10,0.00044444,18936
