race_id,data_split,expected_runner_count,unique_entry_id_count,invalid_actual_count,missing_odds_count,invalid_odds_count,missing_prediction_count,actual_positive_count,valid_runner_count,duplicate_entry_id_count,market_exclusion_reason,is_complete_market_race,valid_odds_runner_count,valid_prediction_runner_count
2026022205010802,latest_holdout,13,13,0,13,0,0,1,0,0,missing_odds_runner,false,0,0
2026022205010803,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022205010804,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022205010805,latest_holdout,12,12,0,12,0,0,1,0,0,missing_odds_runner,false,0,0
2026022205010806,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022205010807,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022205010808,latest_holdout,16,16,0,11,0,0,1,5,0,missing_odds_runner,false,5,5
2026022210011007,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022210011008,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022210011009,latest_holdout,12,12,0,12,0,0,1,0,0,missing_odds_runner,false,0,0
2026022210011010,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022210011011,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022210011012,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020101,latest_holdout,15,15,0,15,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020102,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020103,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020104,latest_holdout,12,12,0,12,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020105,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020106,latest_holdout,9,9,0,9,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020107,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020108,latest_holdout,13,13,0,13,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020109,latest_holdout,8,8,0,8,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020110,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020111,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022806020112,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010301,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010302,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010303,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010304,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010305,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010306,latest_holdout,13,13,0,13,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010307,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010308,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010309,latest_holdout,9,9,0,9,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010310,latest_holdout,9,9,0,9,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010311,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022809010312,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022810011101,latest_holdout,16,16,0,16,0,0,1,0,0,missing_odds_runner,false,0,0
2026022810011102,latest_holdout,18,18,0,18,0,0,1,0,0,missing_odds_runner,false,0,0
2026022810011103,latest_holdout,14,14,0,14,0,0,1,0,0,missing_odds_runner,false,0,0
2026022810011104,latest_holdout,11,11,0,11,0,0,1,0,0,missing_odds_runner,false,0,0
2026022810011105,latest_holdout,11,11,0,11,0,0,1,0,0,missing_odds_runner,false,0,0
